########## Scenario Component Metadata ##########
#Scenario component type: Market Share
#Type: HDV-EV (light)
#Subset: trn_freight_road : Light truck : BEV : million ton-km : Trn-Onroad;trn_freight_road : Light truck : FCEV : million ton-km : Trn-Onroad;
#Superset: trn_freight_road : Light truck : BEV : million ton-km : Trn-Onroad;trn_freight_road : Light truck : FCEV : million ton-km : Trn-Onroad;trn_freight_road : Light truck : Hybrid Liquids : million ton-km : Trn-Onroad;trn_freight_road : Light truck : Liquids : million ton-km : Trn-Onroad;trn_freight_road : Light truck : NG : million ton-km : Trn-Onroad;
#Applied to: New Purchases
#Treatment: Each Selected Region
#Constraint: Lower
#Policy name: HDV-EV-light_New_Reg_Ea
#Market name: HDV-EV-light_New_Reg_Ea_Mkt
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025 , 0.167
#Table data:2030 , 0.333
#Table data:2035 , 0.500
#Table data:2040 , 0.667
#Table data:2045 , 0.833
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdActivate

region,policy,market,type,year,constrained
GA,trn_freight_road,Light truck,Liquids,2045,GA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
GA,trn_freight_road,Light truck,NG,2045,GA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
HI,trn_freight_road,Light truck,BEV,2025,HI_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
HI,trn_freight_road,Light truck,FCEV,2025,HI_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
HI,trn_freight_road,Light truck,Hybrid Liquids,2025,HI_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
HI,trn_freight_road,Light truck,Liquids,2025,HI_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
HI,trn_freight_road,Light truck,NG,2025,HI_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
HI,trn_freight_road,Light truck,BEV,2030,HI_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
HI,trn_freight_road,Light truck,FCEV,2030,HI_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
HI,trn_freight_road,Light truck,Hybrid Liquids,2030,HI_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
HI,trn_freight_road,Light truck,Liquids,2030,HI_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
HI,trn_freight_road,Light truck,NG,2030,HI_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
HI,trn_freight_road,Light truck,BEV,2035,HI_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
HI,trn_freight_road,Light truck,FCEV,2035,HI_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
HI,trn_freight_road,Light truck,Hybrid Liquids,2035,HI_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
HI,trn_freight_road,Light truck,Liquids,2035,HI_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
HI,trn_freight_road,Light truck,NG,2035,HI_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
HI,trn_freight_road,Light truck,BEV,2040,HI_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
HI,trn_freight_road,Light truck,FCEV,2040,HI_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
HI,trn_freight_road,Light truck,Hybrid Liquids,2040,HI_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
HI,trn_freight_road,Light truck,Liquids,2040,HI_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
HI,trn_freight_road,Light truck,NG,2040,HI_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
HI,trn_freight_road,Light truck,BEV,2045,HI_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
HI,trn_freight_road,Light truck,FCEV,2045,HI_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
HI,trn_freight_road,Light truck,Hybrid Liquids,2045,HI_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
HI,trn_freight_road,Light truck,Liquids,2045,HI_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
HI,trn_freight_road,Light truck,NG,2045,HI_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IA,trn_freight_road,Light truck,BEV,2025,IA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IA,trn_freight_road,Light truck,FCEV,2025,IA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IA,trn_freight_road,Light truck,Hybrid Liquids,2025,IA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IA,trn_freight_road,Light truck,Liquids,2025,IA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IA,trn_freight_road,Light truck,NG,2025,IA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IA,trn_freight_road,Light truck,BEV,2030,IA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IA,trn_freight_road,Light truck,FCEV,2030,IA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IA,trn_freight_road,Light truck,Hybrid Liquids,2030,IA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IA,trn_freight_road,Light truck,Liquids,2030,IA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IA,trn_freight_road,Light truck,NG,2030,IA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IA,trn_freight_road,Light truck,BEV,2035,IA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IA,trn_freight_road,Light truck,FCEV,2035,IA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IA,trn_freight_road,Light truck,Hybrid Liquids,2035,IA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IA,trn_freight_road,Light truck,Liquids,2035,IA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IA,trn_freight_road,Light truck,NG,2035,IA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IA,trn_freight_road,Light truck,BEV,2040,IA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IA,trn_freight_road,Light truck,FCEV,2040,IA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IA,trn_freight_road,Light truck,Hybrid Liquids,2040,IA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IA,trn_freight_road,Light truck,Liquids,2040,IA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IA,trn_freight_road,Light truck,NG,2040,IA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IA,trn_freight_road,Light truck,BEV,2045,IA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IA,trn_freight_road,Light truck,FCEV,2045,IA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IA,trn_freight_road,Light truck,Hybrid Liquids,2045,IA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IA,trn_freight_road,Light truck,Liquids,2045,IA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IA,trn_freight_road,Light truck,NG,2045,IA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
ID,trn_freight_road,Light truck,BEV,2025,ID_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
ID,trn_freight_road,Light truck,FCEV,2025,ID_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
ID,trn_freight_road,Light truck,Hybrid Liquids,2025,ID_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
ID,trn_freight_road,Light truck,Liquids,2025,ID_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
ID,trn_freight_road,Light truck,NG,2025,ID_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
ID,trn_freight_road,Light truck,BEV,2030,ID_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
ID,trn_freight_road,Light truck,FCEV,2030,ID_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
ID,trn_freight_road,Light truck,Hybrid Liquids,2030,ID_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
ID,trn_freight_road,Light truck,Liquids,2030,ID_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
ID,trn_freight_road,Light truck,NG,2030,ID_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
ID,trn_freight_road,Light truck,BEV,2035,ID_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
ID,trn_freight_road,Light truck,FCEV,2035,ID_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
ID,trn_freight_road,Light truck,Hybrid Liquids,2035,ID_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
ID,trn_freight_road,Light truck,Liquids,2035,ID_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
ID,trn_freight_road,Light truck,NG,2035,ID_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
ID,trn_freight_road,Light truck,BEV,2040,ID_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
ID,trn_freight_road,Light truck,FCEV,2040,ID_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
ID,trn_freight_road,Light truck,Hybrid Liquids,2040,ID_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
ID,trn_freight_road,Light truck,Liquids,2040,ID_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
ID,trn_freight_road,Light truck,NG,2040,ID_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
ID,trn_freight_road,Light truck,BEV,2045,ID_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
ID,trn_freight_road,Light truck,FCEV,2045,ID_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
ID,trn_freight_road,Light truck,Hybrid Liquids,2045,ID_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
ID,trn_freight_road,Light truck,Liquids,2045,ID_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
ID,trn_freight_road,Light truck,NG,2045,ID_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IL,trn_freight_road,Light truck,BEV,2025,IL_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IL,trn_freight_road,Light truck,FCEV,2025,IL_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IL,trn_freight_road,Light truck,Hybrid Liquids,2025,IL_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IL,trn_freight_road,Light truck,Liquids,2025,IL_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IL,trn_freight_road,Light truck,NG,2025,IL_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IL,trn_freight_road,Light truck,BEV,2030,IL_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IL,trn_freight_road,Light truck,FCEV,2030,IL_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IL,trn_freight_road,Light truck,Hybrid Liquids,2030,IL_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IL,trn_freight_road,Light truck,Liquids,2030,IL_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IL,trn_freight_road,Light truck,NG,2030,IL_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IL,trn_freight_road,Light truck,BEV,2035,IL_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IL,trn_freight_road,Light truck,FCEV,2035,IL_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IL,trn_freight_road,Light truck,Hybrid Liquids,2035,IL_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IL,trn_freight_road,Light truck,Liquids,2035,IL_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IL,trn_freight_road,Light truck,NG,2035,IL_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IL,trn_freight_road,Light truck,BEV,2040,IL_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IL,trn_freight_road,Light truck,FCEV,2040,IL_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IL,trn_freight_road,Light truck,Hybrid Liquids,2040,IL_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IL,trn_freight_road,Light truck,Liquids,2040,IL_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IL,trn_freight_road,Light truck,NG,2040,IL_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IL,trn_freight_road,Light truck,BEV,2045,IL_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IL,trn_freight_road,Light truck,FCEV,2045,IL_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IL,trn_freight_road,Light truck,Hybrid Liquids,2045,IL_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IL,trn_freight_road,Light truck,Liquids,2045,IL_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IL,trn_freight_road,Light truck,NG,2045,IL_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IN,trn_freight_road,Light truck,BEV,2025,IN_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IN,trn_freight_road,Light truck,FCEV,2025,IN_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IN,trn_freight_road,Light truck,Hybrid Liquids,2025,IN_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IN,trn_freight_road,Light truck,Liquids,2025,IN_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IN,trn_freight_road,Light truck,NG,2025,IN_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
IN,trn_freight_road,Light truck,BEV,2030,IN_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IN,trn_freight_road,Light truck,FCEV,2030,IN_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IN,trn_freight_road,Light truck,Hybrid Liquids,2030,IN_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IN,trn_freight_road,Light truck,Liquids,2030,IN_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IN,trn_freight_road,Light truck,NG,2030,IN_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
IN,trn_freight_road,Light truck,BEV,2035,IN_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IN,trn_freight_road,Light truck,FCEV,2035,IN_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IN,trn_freight_road,Light truck,Hybrid Liquids,2035,IN_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IN,trn_freight_road,Light truck,Liquids,2035,IN_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IN,trn_freight_road,Light truck,NG,2035,IN_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
IN,trn_freight_road,Light truck,BEV,2040,IN_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IN,trn_freight_road,Light truck,FCEV,2040,IN_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IN,trn_freight_road,Light truck,Hybrid Liquids,2040,IN_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IN,trn_freight_road,Light truck,Liquids,2040,IN_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IN,trn_freight_road,Light truck,NG,2040,IN_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
IN,trn_freight_road,Light truck,BEV,2045,IN_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IN,trn_freight_road,Light truck,FCEV,2045,IN_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IN,trn_freight_road,Light truck,Hybrid Liquids,2045,IN_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IN,trn_freight_road,Light truck,Liquids,2045,IN_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
IN,trn_freight_road,Light truck,NG,2045,IN_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KS,trn_freight_road,Light truck,BEV,2025,KS_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KS,trn_freight_road,Light truck,FCEV,2025,KS_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KS,trn_freight_road,Light truck,Hybrid Liquids,2025,KS_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KS,trn_freight_road,Light truck,Liquids,2025,KS_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KS,trn_freight_road,Light truck,NG,2025,KS_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KS,trn_freight_road,Light truck,BEV,2030,KS_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KS,trn_freight_road,Light truck,FCEV,2030,KS_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KS,trn_freight_road,Light truck,Hybrid Liquids,2030,KS_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KS,trn_freight_road,Light truck,Liquids,2030,KS_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KS,trn_freight_road,Light truck,NG,2030,KS_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KS,trn_freight_road,Light truck,BEV,2035,KS_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KS,trn_freight_road,Light truck,FCEV,2035,KS_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KS,trn_freight_road,Light truck,Hybrid Liquids,2035,KS_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KS,trn_freight_road,Light truck,Liquids,2035,KS_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KS,trn_freight_road,Light truck,NG,2035,KS_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KS,trn_freight_road,Light truck,BEV,2040,KS_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KS,trn_freight_road,Light truck,FCEV,2040,KS_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KS,trn_freight_road,Light truck,Hybrid Liquids,2040,KS_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KS,trn_freight_road,Light truck,Liquids,2040,KS_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KS,trn_freight_road,Light truck,NG,2040,KS_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KS,trn_freight_road,Light truck,BEV,2045,KS_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KS,trn_freight_road,Light truck,FCEV,2045,KS_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KS,trn_freight_road,Light truck,Hybrid Liquids,2045,KS_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KS,trn_freight_road,Light truck,Liquids,2045,KS_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KS,trn_freight_road,Light truck,NG,2045,KS_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KY,trn_freight_road,Light truck,BEV,2025,KY_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KY,trn_freight_road,Light truck,FCEV,2025,KY_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KY,trn_freight_road,Light truck,Hybrid Liquids,2025,KY_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KY,trn_freight_road,Light truck,Liquids,2025,KY_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KY,trn_freight_road,Light truck,NG,2025,KY_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
KY,trn_freight_road,Light truck,BEV,2030,KY_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KY,trn_freight_road,Light truck,FCEV,2030,KY_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KY,trn_freight_road,Light truck,Hybrid Liquids,2030,KY_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KY,trn_freight_road,Light truck,Liquids,2030,KY_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KY,trn_freight_road,Light truck,NG,2030,KY_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
KY,trn_freight_road,Light truck,BEV,2035,KY_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KY,trn_freight_road,Light truck,FCEV,2035,KY_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KY,trn_freight_road,Light truck,Hybrid Liquids,2035,KY_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KY,trn_freight_road,Light truck,Liquids,2035,KY_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KY,trn_freight_road,Light truck,NG,2035,KY_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
KY,trn_freight_road,Light truck,BEV,2040,KY_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KY,trn_freight_road,Light truck,FCEV,2040,KY_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KY,trn_freight_road,Light truck,Hybrid Liquids,2040,KY_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KY,trn_freight_road,Light truck,Liquids,2040,KY_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KY,trn_freight_road,Light truck,NG,2040,KY_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
KY,trn_freight_road,Light truck,BEV,2045,KY_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KY,trn_freight_road,Light truck,FCEV,2045,KY_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KY,trn_freight_road,Light truck,Hybrid Liquids,2045,KY_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KY,trn_freight_road,Light truck,Liquids,2045,KY_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
KY,trn_freight_road,Light truck,NG,2045,KY_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
LA,trn_freight_road,Light truck,BEV,2025,LA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
LA,trn_freight_road,Light truck,FCEV,2025,LA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
LA,trn_freight_road,Light truck,Hybrid Liquids,2025,LA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
LA,trn_freight_road,Light truck,Liquids,2025,LA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
LA,trn_freight_road,Light truck,NG,2025,LA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
LA,trn_freight_road,Light truck,BEV,2030,LA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
LA,trn_freight_road,Light truck,FCEV,2030,LA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
LA,trn_freight_road,Light truck,Hybrid Liquids,2030,LA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
LA,trn_freight_road,Light truck,Liquids,2030,LA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
LA,trn_freight_road,Light truck,NG,2030,LA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
LA,trn_freight_road,Light truck,BEV,2035,LA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
LA,trn_freight_road,Light truck,FCEV,2035,LA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
LA,trn_freight_road,Light truck,Hybrid Liquids,2035,LA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
LA,trn_freight_road,Light truck,Liquids,2035,LA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
LA,trn_freight_road,Light truck,NG,2035,LA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
LA,trn_freight_road,Light truck,BEV,2040,LA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
LA,trn_freight_road,Light truck,FCEV,2040,LA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
LA,trn_freight_road,Light truck,Hybrid Liquids,2040,LA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
LA,trn_freight_road,Light truck,Liquids,2040,LA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
LA,trn_freight_road,Light truck,NG,2040,LA_HDV-EV-light_New_Reg_Ea-2040,2040,667.0,1e-3
LA,trn_freight_road,Light truck,BEV,2045,LA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
LA,trn_freight_road,Light truck,FCEV,2045,LA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
LA,trn_freight_road,Light truck,Hybrid Liquids,2045,LA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
LA,trn_freight_road,Light truck,Liquids,2045,LA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
LA,trn_freight_road,Light truck,NG,2045,LA_HDV-EV-light_New_Reg_Ea-2045,2045,833.0,1e-3
MA,trn_freight_road,Light truck,BEV,2025,MA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
MA,trn_freight_road,Light truck,FCEV,2025,MA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
MA,trn_freight_road,Light truck,Hybrid Liquids,2025,MA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
MA,trn_freight_road,Light truck,Liquids,2025,MA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
MA,trn_freight_road,Light truck,NG,2025,MA_HDV-EV-light_New_Reg_Ea-2025,2025,167.0,1e-3
MA,trn_freight_road,Light truck,BEV,2030,MA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
MA,trn_freight_road,Light truck,FCEV,2030,MA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
MA,trn_freight_road,Light truck,Hybrid Liquids,2030,MA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
MA,trn_freight_road,Light truck,Liquids,2030,MA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
MA,trn_freight_road,Light truck,NG,2030,MA_HDV-EV-light_New_Reg_Ea-2030,2030,333.0,1e-3
MA,trn_freight_road,Light truck,BEV,2035,MA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
MA,trn_freight_road,Light truck,FCEV,2035,MA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
MA,trn_freight_road,Light truck,Hybrid Liquids,2035,MA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
MA,trn_freight_road,Light truck,Liquids,2035,MA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
MA,trn_freight_road,Light truck,NG,2035,MA_HDV-EV-light_New_Reg_Ea-2035,2035,500.0,1e-3
