########## Scenario Component Metadata ##########
#Scenario component type: Market Share
#Type: LDV-EV (4W)
#Subset: trn_pass_road_LDV_4W : Car : BEV : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km;
#Superset: trn_pass_road_LDV_4W : Car : BEV : million pass-km;trn_pass_road_LDV_4W : Car : FCEV : million pass-km;trn_pass_road_LDV_4W : Car : Hybrid Liquids : million pass-km;trn_pass_road_LDV_4W : Car : Liquids : million pass-km;trn_pass_road_LDV_4W : Car : NG : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : FCEV : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : Hybrid Liquids : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : Liquids : million pass-km;trn_pass_road_LDV_4W : Large Car and Truck : NG : million pass-km;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km;trn_pass_road_LDV_4W : Mini Car : FCEV : million pass-km;trn_pass_road_LDV_4W : Mini Car : Hybrid Liquids : million pass-km;trn_pass_road_LDV_4W : Mini Car : Liquids : million pass-km;trn_pass_road_LDV_4W : Mini Car : NG : million pass-km;
#Applied to: New Purchases
#Treatment: Across Selected Regions
#Constraint: Lower
#Policy name: LDV-EV-4W_New_Reg44
#Market name: LDV-EV-4W_New_Reg_Mkt44
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025    ,    0.133
#Table data:2030    ,    0.267
#Table data:2035    ,    0.400
#Table data:2040    ,    0.533
#Table data:2045    ,    0.667
#Table data:2050    ,    0.800
#Table data:2055 , 0.8
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdActivate

region,policy,market,type,year,constrained
CA,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
CA,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
CA,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
CA,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
CO,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
CO,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
CO,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
CO,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
CO,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
CO,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
CO,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
CT,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
CT,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
CT,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
CT,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
CT,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
CT,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
CT,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
DC,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
DC,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
DC,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
DC,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
DC,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
DC,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
DC,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
DE,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
DE,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
DE,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
DE,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
DE,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
DE,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
DE,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
FL,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
FL,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
FL,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
FL,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
FL,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
FL,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
FL,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
GA,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
GA,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
GA,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
GA,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
GA,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
GA,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
GA,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
HI,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
HI,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
HI,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
HI,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
HI,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
HI,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
HI,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
IA,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
IA,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
IA,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
IA,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
IA,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
IA,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
IA,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
ID,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
ID,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
ID,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
ID,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
ID,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
ID,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
ID,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
IL,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
IL,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
IL,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
IL,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
IL,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
IL,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
IL,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
IN,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
IN,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
IN,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
IN,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
IN,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
IN,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
IN,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
KS,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
KS,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
KS,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
KS,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
KS,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
KS,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
KS,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
KY,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
KY,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
KY,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
KY,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
KY,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
KY,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
KY,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
LA,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
LA,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
LA,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
LA,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
LA,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
LA,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
LA,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MA,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MA,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MA,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MA,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MA,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MA,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MA,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MD,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MD,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MD,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MD,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MD,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MD,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MD,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
ME,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
ME,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
ME,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
ME,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
ME,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
ME,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
ME,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MI,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MI,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MI,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MI,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MI,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MI,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MI,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MN,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MN,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MN,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MN,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MN,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MN,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MN,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MO,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MO,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MO,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MO,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MO,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MO,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MO,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MS,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MS,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MS,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MS,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MS,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MS,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MS,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
MT,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
MT,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
MT,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
MT,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
MT,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
MT,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
MT,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
NC,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
NC,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
NC,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
NC,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
NC,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
NC,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
NC,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
ND,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
ND,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
ND,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
ND,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
ND,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
ND,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
ND,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
NE,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
NE,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
NE,LDV-EV-4W_New_Reg44-2035,LDV-EV-4W_New_Reg_Mkt44-2035,RES,2035,1
NE,LDV-EV-4W_New_Reg44-2040,LDV-EV-4W_New_Reg_Mkt44-2040,RES,2040,1
NE,LDV-EV-4W_New_Reg44-2045,LDV-EV-4W_New_Reg_Mkt44-2045,RES,2045,1
NE,LDV-EV-4W_New_Reg44-2050,LDV-EV-4W_New_Reg_Mkt44-2050,RES,2050,1
NE,LDV-EV-4W_New_Reg44-2055,LDV-EV-4W_New_Reg_Mkt44-2055,RES,2055,1
NH,LDV-EV-4W_New_Reg44-2025,LDV-EV-4W_New_Reg_Mkt44-2025,RES,2025,1
NH,LDV-EV-4W_New_Reg44-2030,LDV-EV-4W_New_Reg_Mkt44-2030,RES,2030,1
